"Week","cmort","temp","humid","partic","cmort02","temp02","humid02","partic02","cmort05","temp05","humid05","partic05","cmort10","temp10","humid10","partic10","cmort25","temp25","humid25","partic25","cmort67","temp67","humid67","partic67"
236,81.97,82.88,65.35,36.67,83.30619,82.92574,62.23831,35.6325,84.89135,81.97764,61.58954,38.27509,87.45674,77.98027,60.14123,41.4059,89.94744,72.50486,60.89318,44.42558,88.35313,73.48259,60.18292,44.47834
237,85.01,85,53.94,38.6,84.04703,82.12561,62.62162,37.57659,85.34384,81.27996,61.71206,39.73452,87.71445,77.71983,59.90947,42.20564,89.83361,72.53226,60.93229,44.24258,88.31406,73.49024,60.18572,44.46396
238,86.98,88.96,59.43,45.79,84.78786,81.32549,63.00494,39.52068,85.79633,80.58228,61.83457,41.19394,87.97216,77.45939,59.6777,43.00537,89.71978,72.55965,60.9714,44.05957,88.27499,73.4979,60.18851,44.44957
239,81.67,78.11,68.5,33.46,85.5287,80.52536,63.38825,41.46477,86.24882,79.8846,61.95709,42.65337,88.22986,77.19896,59.44594,43.80511,89.60595,72.58705,61.01051,43.87657,88.23591,73.50555,60.19131,44.43518
240,91.11,85.06,60.55,50.93,86.26954,79.72523,63.77157,43.40886,86.70131,79.18692,62.07961,44.1128,88.48757,76.93852,59.21418,44.60485,89.49212,72.61444,61.04962,43.69356,88.19684,73.51321,60.19411,44.4208
241,83.38,76.39,69.7,41.47,87.01038,78.92511,64.15488,45.35295,87.1538,78.48923,62.20212,45.57223,88.74528,76.67808,58.98242,45.40459,89.37829,72.64184,61.08873,43.51056,88.15777,73.52086,60.1969,44.40641
242,86.18,74.23,65.6,28.15,87.76651,77.95258,63.56766,47.80319,87.94613,77.57137,61.46844,47.31631,89.09536,76.17243,58.90708,45.98428,89.23499,72.70233,61.11932,43.34596,88.11859,73.52931,60.19912,44.39367
243,89.93,76.42,65.73,54.62,88.52264,76.98004,62.98043,50.25344,88.73845,76.65351,60.73475,49.0604,89.44543,75.66678,58.83174,46.56397,89.09168,72.76282,61.14991,43.18136,88.07941,73.53776,60.20134,44.38093
244,91.82,83.68,50.48,59.46,89.27877,76.00751,62.39321,52.70369,89.53078,75.73565,60.00106,50.80449,89.79551,75.16113,58.75639,47.14366,88.94837,72.82331,61.1805,43.01676,88.04023,73.54621,60.20356,44.36819
245,92.27,67.62,71.4,35.47,90.0349,75.03498,61.80599,55.15394,90.32311,74.81779,59.26738,52.54858,90.14559,74.65548,58.68105,47.72335,88.80506,72.88379,61.21109,42.85217,88.00105,73.55466,60.20578,44.35545
246,89.29,64.36,67.37,52.77,90.79103,74.06244,61.21877,57.60419,91.11544,73.89993,58.53369,54.29267,90.49567,74.14983,58.60571,48.30303,88.66175,72.94428,61.24168,42.68757,87.96187,73.56311,60.208,44.34271
247,85.41,81.7,29.86,65.32,91.71255,73.12285,59.19776,58.68263,92.28277,73.01984,57.57217,55.12925,90.66031,73.53588,58.70807,48.48099,88.51554,73.01293,61.25131,42.59078,87.92276,73.57194,60.20988,44.33207
248,96.78,72.67,63.46,66.49,92.63407,72.18326,57.17675,59.76107,93.4501,72.13975,56.61066,55.96583,90.82495,72.92193,58.81044,48.65894,88.36932,73.08158,61.26095,42.49399,87.88364,73.58078,60.21176,44.32142
249,83.6,73.59,49.41,62.46,93.55559,71.24367,55.15573,60.83952,94.61742,71.25966,55.64914,56.80241,90.98959,72.30798,58.9128,48.83689,88.22311,73.15023,61.27058,42.3972,87.84453,73.58962,60.21364,44.31078
250,98.63,69.09,51.04,60.38,94.47712,70.30408,53.13472,61.91796,95.78475,70.37957,54.68763,57.63899,91.15423,71.69403,59.01516,49.01484,88.0769,73.21887,61.28022,42.30042,87.80542,73.59846,60.21552,44.30014
251,90.86,66.75,59.66,72.83,95.39864,69.36449,51.11371,62.9964,96.95208,69.49948,53.72611,58.47557,91.31887,71.08009,59.11752,49.1928,87.93069,73.28752,61.28985,42.20363,87.7663,73.60729,60.2174,44.28949
252,94.36,70.03,47.46,53.78,97.73975,68.53498,50.75782,62.36911,97.31245,68.89588,53.98896,57.87761,91.2983,70.59608,59.254,49.00258,87.80784,73.34048,61.2736,42.20286,87.72749,73.61615,60.21926,44.28107
253,97.52,69.53,41.95,81.09,100.08087,67.70546,50.40193,61.74181,97.67281,68.29227,54.2518,57.27965,91.27773,70.11208,59.39047,48.81236,87.685,73.39345,61.25734,42.20208,87.68867,73.625,60.22112,44.27265
254,108.68,55.33,48.75,44.05,102.42198,66.87595,50.04605,61.11451,98.03318,67.68867,54.51464,56.6817,91.25716,69.62808,59.52695,48.62215,87.56215,73.44641,61.24108,42.20131,87.64985,73.63385,60.22299,44.26423
255,107.23,63.17,44.3,65.68,104.7631,66.04643,49.69016,60.48721,98.39354,67.08506,54.77748,56.08374,91.23659,69.14408,59.66343,48.43193,87.43931,73.49937,61.22482,42.20054,87.61103,73.6427,60.22485,44.25581
256,107.08,66,55.24,45.98,107.10422,65.21692,49.33427,59.85991,98.75391,66.48146,55.04032,55.48578,91.21602,68.66007,59.7999,48.24171,87.31647,73.55233,61.20856,42.19976,87.57222,73.65156,60.22671,44.24739
257,113.39,80.86,33.44,77.13,105.57297,65.01073,53.07271,57.3494,98.33773,66.07473,56.23072,53.8284,91.03456,68.45713,59.99803,47.69467,87.23578,73.57151,61.17178,42.28548,87.53384,73.66023,60.22894,44.24078
258,105.51,69.57,47.86,69.77,104.04173,64.80455,56.81116,54.83889,97.92154,65.66801,57.42112,52.17101,90.85309,68.25419,60.19616,47.14762,87.1551,73.59069,61.13499,42.3712,87.49546,73.6689,60.23117,44.23418
259,111.9,54.85,68.34,51.34,102.51048,64.59836,60.54961,52.32838,97.50536,65.26128,58.61152,50.51362,90.67163,68.05124,60.3943,46.60058,87.07441,73.60986,61.09821,42.45692,87.45708,73.67757,60.2334,44.22758
260,110.44,64.21,81.89,43.97,100.97924,64.39218,64.28805,49.81787,97.08918,64.85456,59.80192,48.85624,90.49016,67.8483,60.59243,46.05353,86.99373,73.62904,61.06142,42.54264,87.41869,73.68624,60.23563,44.22097
261,95.42,62.12,66.44,45.11,99.448,64.18599,68.0265,47.30736,96.673,64.44783,60.99232,47.19885,90.3087,67.64536,60.79056,45.50649,86.91304,73.64821,61.02464,42.62836,87.38031,73.69491,60.23786,44.21437
262,97.78,66.21,39.27,49.49,97.24897,63.90302,68.49696,44.8907,95.31285,64.4899,62.01232,45.42206,89.97133,67.7741,61.10698,44.69424,86.87719,73.62861,60.97484,42.76173,87.34232,73.70338,60.24078,44.2088
263,90.38,69.77,71.45,68.46,95.04995,63.62005,68.96741,42.47404,93.95271,64.53197,63.03232,43.64527,89.63395,67.90285,61.4234,43.88198,86.84133,73.60901,60.92504,42.8951,87.30432,73.71184,60.24371,44.20323
264,86.89,60.84,83.86,32.69,92.85092,63.33708,69.43787,40.05738,92.59256,64.57404,64.05232,41.86847,89.29658,68.03159,61.73982,43.06973,86.80548,73.5894,60.87524,43.02847,87.26632,73.72031,60.24664,44.19766
265,91.59,59.44,65.11,35.97,90.65189,63.05411,69.90832,37.64072,91.23241,64.6161,65.07232,40.09168,88.95921,68.16034,62.05624,42.25748,86.76963,73.5698,60.82545,43.16184,87.22832,73.72877,60.24957,44.19209
266,85.51,65.65,69.7,40.71,88.45287,62.77114,70.37878,35.22406,89.87227,64.65817,66.09232,38.31489,88.62184,68.28908,62.37266,41.44523,86.73377,73.5502,60.77565,43.29521,87.19032,73.73724,60.25249,44.18652
267,88.16,64.09,38.15,27.56,87.27779,63.52973,69.50584,34.37869,88.7374,65.24873,66.36463,37.11252,88.07836,68.68422,62.7393,40.65297,86.72841,73.50006,60.72351,43.4233,87.15247,73.74561,60.25623,44.18112
268,87.03,60.63,70.83,38.52,86.10272,64.28832,68.6329,33.53333,87.60253,65.8393,66.63695,35.91016,87.53488,69.07937,63.10593,39.86071,86.72306,73.44993,60.67137,43.55139,87.11461,73.75398,60.25996,44.17572
269,88.61,60.19,71.07,24.95,84.92764,65.04692,67.75996,32.68796,86.46766,66.42986,66.90927,34.70779,86.99141,69.47451,63.47257,39.06845,86.7177,73.39979,60.61923,43.67947,87.07675,73.76236,60.2637,44.17033
270,96.96,63.92,68.34,28.94,83.75257,65.80551,66.88703,31.8426,85.33279,67.02042,67.18158,33.50542,86.44793,69.86966,63.83921,38.2762,86.71234,73.34966,60.56709,43.80756,87.0389,73.77073,60.26743,44.16493
271,80.03,66.83,61.45,27.64,82.57749,66.56411,66.01409,30.99723,84.19793,67.61099,67.4539,32.30306,85.90445,70.2648,64.20584,37.48394,86.70698,73.29952,60.51496,43.93565,87.00104,73.7791,60.27117,44.15953
272,80.53,69.48,63.2,34.4,82.01353,67.79735,66.84931,30.70859,83.51935,68.72148,67.25869,32.07312,85.296,70.81052,64.35214,37.09018,86.71002,73.23893,60.47191,44.01214,86.96307,73.78759,60.27561,44.15366
273,76.46,74.17,57.49,38.51,81.44957,69.03059,67.68453,30.41995,82.84077,69.83197,67.06348,31.84319,84.68755,71.35624,64.49844,36.69641,86.71305,73.17833,60.42887,44.08862,86.92511,73.79609,60.28005,44.14779
274,78.85,69.29,76.46,27.59,80.8856,70.26383,68.51974,30.13131,82.16219,70.94246,66.86826,31.61326,84.0791,71.90196,64.64474,36.30265,86.71609,73.11774,60.38583,44.1651,86.88714,73.80458,60.2845,44.14191
275,87.03,70.86,66.39,27.26,80.32164,71.49707,69.35496,29.84267,81.48361,72.05295,66.67305,31.38333,83.47065,72.44768,64.79103,35.90889,86.71912,73.05715,60.34278,44.24158,86.84917,73.81307,60.28894,44.13604
276,82.27,75.34,72.85,30.53,79.75768,72.73031,70.19018,29.55403,80.80503,73.16344,66.47784,31.15339,82.8622,72.9934,64.93733,35.51513,86.72216,72.99655,60.29974,44.31806,86.81121,73.82156,60.29339,44.13016
277,78.92,72.66,73.15,28.93,79.52744,74.17453,68.86851,30.11061,80.41296,74.20593,66.2705,31.44119,82.4993,73.48007,64.74258,35.68458,86.70981,72.9523,60.27156,44.32042,86.77302,73.83042,60.29837,44.12368
278,72.75,74.91,72.83,31.07,79.2972,75.61875,67.54684,30.66719,80.02089,75.24841,66.06316,31.72898,82.13639,73.96674,64.54782,35.85403,86.69746,72.90804,60.24338,44.32277,86.73483,73.83927,60.30335,44.11719
279,77.75,70.17,68.24,21.8,79.06696,77.06297,66.22517,31.22377,79.62882,76.29089,65.85582,32.01678,81.77349,74.45342,64.35307,36.02349,86.68511,72.86378,60.21519,44.32513,86.69664,73.84813,60.30833,44.1107
280,83.79,81.41,56.24,39.47,78.83672,78.50719,64.90351,31.78035,79.23675,77.33338,65.64848,32.30457,81.41058,74.94009,64.15831,36.19294,86.67277,72.81953,60.18701,44.32748,86.65845,73.85698,60.31331,44.10421
281,82.13,82.03,57.83,32.09,78.60648,79.95141,63.58184,32.33693,78.84469,78.37586,65.44114,32.59236,81.04767,75.42676,63.96356,36.3624,86.66042,72.77527,60.15883,44.32984,86.62027,73.86584,60.31829,44.09772
282,76.42,85.76,59.42,38.39,78.36734,80.43492,63.62442,32.82188,78.74895,78.97236,64.90627,33.44153,81.00132,75.71043,63.55839,37.15477,86.61593,72.77025,60.1476,44.2588,86.58188,73.87526,60.3237,44.09089
283,74.58,78.54,70.95,24.72,78.12819,80.91843,63.66701,33.30682,78.65322,79.56886,64.37139,34.2907,80.95496,75.99409,63.15323,37.94713,86.57144,72.76523,60.13636,44.18777,86.54349,73.88468,60.32911,44.08405
284,79.61,84.44,66,36.54,77.88904,81.40194,63.70959,33.79177,78.55749,80.16536,63.83651,35.13986,80.9086,76.27776,62.74806,38.7395,86.52695,72.76021,60.12512,44.11673,86.50511,73.8941,60.33452,44.07722
285,76.52,82.87,62.88,33.27,77.64989,81.88545,63.75218,34.27671,78.46176,80.76186,63.30164,35.98903,80.86225,76.56143,62.3429,39.53187,86.48246,72.75518,60.11389,44.0457,86.46672,73.90353,60.33994,44.07039
286,79.27,86.52,59.81,42.32,77.41074,82.36896,63.79476,34.76166,78.36603,81.35836,62.76676,36.8382,80.81589,76.8451,61.93773,40.32424,86.43797,72.75016,60.10265,43.97466,86.42833,73.91295,60.34535,44.06355
287,74.7,77.5,68.73,24.6,77.74199,82.44018,63.01678,36.50372,78.54573,81.14637,62.2951,38.35057,81.06434,76.88034,61.43013,41.47809,86.35621,72.7946,60.10703,43.85198,86.38985,73.92302,60.35115,44.05694
288,75.49,81.72,62.93,34.57,78.07324,82.51141,62.2388,38.24578,78.72544,80.93438,61.82343,39.86295,81.3128,76.91558,60.92253,42.63194,86.27446,72.83905,60.11141,43.7293,86.35137,73.93309,60.35694,44.05033
289,82.82,82.61,55.83,42.28,78.40449,82.58263,61.46081,39.98784,78.90514,80.72239,61.35176,41.37532,81.56125,76.95082,60.41493,43.78579,86.19271,72.88349,60.11579,43.60662,86.31289,73.94317,60.36274,44.04372
290,80.29,83.09,64.45,42.04,78.73574,82.65385,60.68283,41.7299,79.08485,80.51039,60.88009,42.8877,81.8097,76.98606,59.90733,44.93964,86.11096,72.92793,60.12017,43.48394,86.27441,73.95324,60.36853,44.03711
291,80.05,75.74,76.55,32.93,79.06699,82.72507,59.90485,43.47196,79.26455,80.2984,60.40842,44.40007,82.05816,77.0213,59.39973,46.0935,86.0292,72.97237,60.12455,43.36125,86.23592,73.96331,60.37433,44.0305
292,78.64,92.27,46.07,55.42,79.36526,81.58054,59.51921,45.96324,79.9924,79.60394,59.54684,46.69234,82.5314,76.82122,58.90969,46.99305,85.92006,73.0602,60.13791,43.22869,86.19752,73.97386,60.38045,44.02484
293,79.4,86.41,50.98,47.8,79.66352,80.436,59.13358,48.45451,80.72025,78.90948,58.68526,48.98461,83.00464,76.62113,58.41966,47.89261,85.81093,73.14804,60.15126,43.09613,86.15912,73.98441,60.38657,44.01918
294,71.02,83.03,66.06,49.69,79.96179,79.29146,58.74794,50.94578,81.4481,78.21501,57.82368,51.27687,83.47789,76.42105,57.92962,48.79217,85.70179,73.23587,60.16462,42.96357,86.12071,73.99496,60.39269,44.01352
295,73.55,73.16,62.66,32.25,80.26006,78.14692,58.3623,53.43705,82.17595,77.52055,56.96211,53.56914,83.95113,76.22097,57.43959,49.69173,85.59265,73.3237,60.17797,42.831,86.08231,74.00551,60.39881,44.00787
296,79.6,78.82,55.61,62.39,80.55832,77.00238,57.97667,55.92832,82.90379,76.82609,56.10053,55.86141,84.42437,76.02088,56.94955,50.59129,85.48351,73.41154,60.19133,42.69844,86.0439,74.01606,60.40493,44.00221
297,85.08,70.51,49.52,39.47,82.20875,76.00804,56.31212,58.87465,83.85683,75.93735,55.39355,57.71391,84.97448,75.65311,56.59968,50.97053,85.37002,73.52309,60.198,42.60763,86.00586,74.02667,60.41134,43.99817
298,90.14,76.06,61.41,71.81,83.85917,75.01369,54.64757,61.82098,84.80986,75.04861,54.68656,59.56642,85.52459,75.28534,56.24982,51.34976,85.25653,73.63465,60.20468,42.51682,85.96782,74.03729,60.41774,43.99414
299,82.26,71.35,64.97,66.09,85.5096,74.01934,52.98302,64.76731,85.76289,74.15987,53.97958,61.41892,86.0747,74.91757,55.89995,51.72899,85.14304,73.74621,60.21136,42.42601,85.92977,74.0479,60.42415,43.9901
300,86.75,76.99,40.38,66.65,87.16002,73.025,51.31847,67.71364,86.71592,73.27113,53.2726,63.27142,86.62481,74.5498,55.55009,52.10822,85.02955,73.85777,60.21804,42.3352,85.89173,74.05852,60.43055,43.98607
301,90.11,72.96,33,87.02,88.81044,72.03065,49.65393,70.65997,87.66895,72.38239,52.56561,65.12393,87.17492,74.18203,55.20022,52.48746,84.91607,73.96932,60.22472,42.24438,85.85368,74.06913,60.43696,43.98203
302,94.86,66.78,44.95,70.08,89.6523,71.18796,50.00954,70.86798,88.59464,71.8608,52.07572,65.33703,87.56535,73.79749,55.0382,52.48788,84.82502,74.07749,60.21022,42.23465,85.81637,74.07935,60.44359,43.98001
303,89.68,74.69,51.99,75.04,90.49415,70.34528,50.36515,71.07599,89.52032,71.3392,51.58583,65.55013,87.95578,73.41295,54.87617,52.48829,84.73398,74.18566,60.19572,42.22492,85.77906,74.08956,60.45022,43.97798
304,90.16,64.15,60,57.53,91.336,69.50259,50.72076,71.284,90.44601,70.8176,51.09594,65.76323,88.3462,73.02841,54.71415,52.48871,84.64293,74.29382,60.18122,42.21519,85.74175,74.09977,60.45685,43.97595
305,85.73,67.28,55.77,86.54,92.17786,68.65991,51.07638,71.49201,91.3717,70.29601,50.60605,65.97634,88.73663,72.64387,54.55213,52.48913,84.55189,74.40199,60.16673,42.20546,85.70444,74.10998,60.46348,43.97392
306,96.82,70.73,57.38,74.91,93.01971,67.81722,51.43199,71.70002,92.29738,69.77441,50.11616,66.18944,89.12706,72.25933,54.3901,52.48955,84.46085,74.51016,60.15223,42.19573,85.66713,74.1202,60.4701,43.97189
307,100.37,63.84,28.37,65.11,93.49904,68.18415,50.70013,69.14936,92.8168,69.56641,50.31204,64.37837,89.24897,72.03721,54.46754,52.13498,84.40783,74.5923,60.10847,42.27801,85.63087,74.12965,60.47693,43.97178
308,93.43,68.01,51.63,77.79,93.97837,68.55108,49.96828,66.5987,93.33622,69.3584,50.50792,62.5673,89.37088,71.8151,54.54498,51.78042,84.35481,74.67445,60.06471,42.3603,85.59461,74.13911,60.48376,43.97167
309,94.12,84.19,26.27,68.15,94.4577,68.91801,49.23642,64.04804,93.85564,69.1504,50.70381,60.75623,89.49279,71.59298,54.62242,51.42585,84.30179,74.75659,60.02095,42.44258,85.55835,74.14857,60.49058,43.97156
310,89.26,71.08,52.3,56.86,94.93703,69.28495,48.50456,61.49738,94.37506,68.9424,50.89969,58.94515,89.6147,71.37086,54.69986,51.07129,84.24877,74.83874,59.97718,42.52487,85.5221,74.15803,60.49741,43.97145
311,91.81,81.45,32.82,72.82,95.41636,69.65188,47.77271,58.94672,94.89448,68.73439,51.09558,57.13408,89.73661,71.14874,54.7773,50.71672,84.19575,74.92088,59.93342,42.60716,85.48584,74.16748,60.50423,43.97133
312,97.4,56.52,85.34,28.88,95.85624,69.53729,48.7885,55.71981,94.56023,68.77782,51.49938,54.78268,89.60714,71.19317,55.04183,49.91571,84.18417,74.96219,59.86633,42.75394,85.45077,74.17603,60.51127,43.97264
313,102.71,66.95,69.22,46.97,96.29612,69.4227,49.8043,52.49289,94.22598,68.82125,51.90319,52.43128,89.47767,71.2376,55.30636,49.11469,84.17259,75.00349,59.79923,42.90072,85.4157,74.18457,60.51831,43.97394
314,101.94,68.92,45.72,46.06,96.736,69.30811,50.8201,49.26597,93.89174,68.86467,52.30699,50.07987,89.3482,71.28203,55.57089,48.31367,84.16102,75.0448,59.73214,43.0475,85.38063,74.19311,60.52535,43.97525
315,97.4,68.9,63.16,45.68,97.17588,69.19353,51.8359,46.03905,93.55749,68.9081,52.7108,47.72847,89.21873,71.32646,55.83541,47.51266,84.14944,75.0861,59.66504,43.19429,85.34557,74.20165,60.53239,43.97655
316,96.12,58.7,51.27,34.93,97.61577,69.07894,52.85169,42.81214,93.22324,68.95153,53.1146,45.37707,89.08927,71.37089,56.09994,46.71164,84.13786,75.12741,59.59795,43.34107,85.3105,74.21019,60.53943,43.97786
317,105.45,68.56,55.55,42.69,95.65063,69.10368,53.55849,41.34103,92.24217,69.22919,54.14177,43.66222,88.7302,71.64306,56.48206,45.60904,84.15966,75.12433,59.52733,43.50071,85.27663,74.21783,60.5467,43.97998
318,94.34,77.03,42.69,49.61,93.68549,69.12842,54.26528,39.86992,91.26109,69.50685,55.16893,41.94737,88.37113,71.91524,56.86417,44.50644,84.18146,75.12125,59.45672,43.66036,85.24277,74.22546,60.55397,43.9821
319,92.51,74.53,44.92,34.81,91.72036,69.15317,54.97208,38.39881,90.28001,69.78451,56.1961,40.23251,88.01206,72.18742,57.24629,43.40383,84.20325,75.11817,59.38611,43.82001,85.2089,74.2331,60.56124,43.98422
320,88.47,65.47,57.36,32.69,89.75522,69.17791,55.67888,36.92771,89.29894,70.06217,57.22326,38.51766,87.65298,72.45959,57.6284,42.30123,84.22505,75.1151,59.3155,43.97965,85.17503,74.24073,60.56852,43.98634
321,85.47,63.42,70.38,37.25,87.79008,69.20265,56.38567,35.4566,88.31786,70.33983,58.25042,36.80281,87.29391,72.73177,58.01052,41.19863,84.24685,75.11202,59.24489,44.1393,85.14117,74.24837,60.57579,43.98846
322,85.7,65.54,51.39,30.87,86.27453,70.01294,58.18175,34.69629,87.22396,70.99718,59.00103,36.08749,86.75951,73.10396,58.42901,40.32743,84.28275,75.07317,59.19219,44.25761,85.10848,74.25531,60.58321,43.99102
323,84.48,72.34,64.03,33.85,84.75898,70.82324,59.97783,33.93598,86.13006,71.65452,59.75163,35.37218,86.22511,73.47615,58.8475,39.45622,84.31866,75.03432,59.13948,44.37592,85.07579,74.26224,60.59064,43.99359
324,85.63,75.18,55.41,37.26,83.24342,71.63353,61.77391,33.17567,85.03616,72.31187,60.50223,34.65686,85.69071,73.84835,59.26599,38.58502,84.35456,74.99547,59.08678,44.49423,85.04311,74.26918,60.59806,43.99615
325,79.67,69.01,74.9,30.77,81.72787,72.44382,63.56999,32.41537,83.94226,72.96921,61.25284,33.94154,85.15631,74.22054,59.68448,37.71381,84.39047,74.95662,59.03407,44.61254,85.01042,74.27612,60.60549,43.99872
326,80.78,81.77,63.76,41.64,80.21232,73.25411,65.36607,31.65506,82.84836,73.62656,62.00344,33.22623,84.62191,74.59273,60.10297,36.84261,84.42637,74.91777,58.98137,44.73085,84.97773,74.28305,60.61291,44.00128
327,74.58,72.28,63.13,24.47,80.33511,74.3546,64.80467,31.74843,82.20371,74.39874,62.40675,32.98189,84.0668,74.95987,60.47767,36.52437,84.45245,74.86575,58.95933,44.77324,84.94616,74.28965,60.6203,44.00439
328,76.32,71.28,72.67,27.11,80.4579,75.45509,64.24327,31.84181,81.55906,75.17093,62.81007,32.73755,83.5117,75.32701,60.85236,36.20612,84.47853,74.81372,58.93729,44.81563,84.91459,74.29625,60.62769,44.00749
329,80.37,75.07,67.26,26.35,80.58069,76.55558,63.68187,31.93518,80.9144,75.94311,63.21338,32.49321,82.9566,75.69414,61.22706,35.88788,84.5046,74.76169,58.91526,44.85802,84.88302,74.30284,60.63507,44.0106
330,83.3,75.16,64.81,31.02,80.70348,77.65607,63.12047,32.02856,80.26975,76.7153,63.61669,32.24887,82.4015,76.06128,61.60175,35.56964,84.53068,74.70966,58.89322,44.90041,84.85145,74.30944,60.64246,44.0137
331,82.98,81.58,59.35,31.12,80.82627,78.75656,62.55907,32.12194,79.6251,77.48748,64.02,32.00453,81.84639,76.42842,61.97645,35.25139,84.55676,74.65763,58.87118,44.9428,84.81987,74.31603,60.64985,44.01681
332,91.34,97.05,33.81,51.07,80.07334,79.20554,62.99094,31.98712,79.28432,78.03682,63.97859,32.08392,81.51395,76.71922,62.09883,35.58457,84.55333,74.62089,58.88383,44.90409,84.78937,74.32266,60.65699,44.02088
333,78.57,82.14,60.01,31.41,79.32042,79.65452,63.42281,31.85231,78.94354,78.58617,63.93717,32.1633,81.18151,77.01003,62.22121,35.91774,84.54989,74.58415,58.89647,44.86539,84.75886,74.3293,60.66414,44.02495
334,76.68,86.48,59.84,38.8,78.56749,80.1035,63.85469,31.7175,78.60276,79.13551,63.89575,32.24268,80.84906,77.30083,62.34359,36.25091,84.54646,74.54741,58.90912,44.82668,84.72835,74.33593,60.67128,44.02903
335,76.47,76.96,72.77,20.25,77.81457,80.55248,64.28656,31.58269,78.26198,79.68485,63.85433,32.32207,80.51662,77.59163,62.46596,36.58409,84.54303,74.51067,58.92177,44.78798,84.69784,74.34256,60.67842,44.0331
336,73.66,82.26,68.98,39.55,77.06164,81.00146,64.71843,31.44788,77.9212,80.23419,63.81292,32.40145,80.18418,77.88244,62.58834,36.91726,84.53959,74.47394,58.93441,44.74927,84.66734,74.34919,60.68557,44.03717
337,78.61,79.43,66.32,24.78,76.76435,81.12963,64.57312,31.77653,77.73101,80.24226,64.04333,32.94051,80.18209,77.96623,62.38138,37.76265,84.4949,74.47197,58.9798,44.6462,84.64024,74.35537,60.69309,44.04439
338,83.4,81.49,58.01,34.29,76.46705,81.25781,64.42781,32.10518,77.54081,80.25033,64.27375,33.47957,80.18001,78.05003,62.17442,38.60805,84.45021,74.47001,59.02519,44.54312,84.61315,74.36155,60.70061,44.0516
339,71.96,79.63,63.03,28.97,76.16976,81.38598,64.28249,32.43383,77.35061,80.2584,64.50416,34.01863,80.17792,78.13382,61.96745,39.45344,84.40551,74.46805,59.07058,44.44005,84.58606,74.36773,60.70813,44.05881
340,77.17,79.22,63.33,23.49,75.87246,81.51416,64.13718,32.76248,77.16041,80.26647,64.73458,34.55769,80.17584,78.21762,61.76049,40.29883,84.36082,74.46609,59.11597,44.33698,84.55897,74.37392,60.71565,44.06603
341,72.38,89.34,53.64,43.61,75.57517,81.64234,63.99187,33.09113,76.97021,80.27454,64.96499,35.09675,80.17375,78.30141,61.55352,41.14422,84.31613,74.46413,59.16136,44.2339,84.53188,74.3801,60.72318,44.07324
342,79.52,88.24,61.57,35.53,75.94198,80.74989,65.15487,34.11618,77.34118,79.93315,64.45155,36.87931,80.38872,78.15397,61.18451,42.19459,84.2304,74.50109,59.2299,44.10578,84.51491,74.38436,60.72957,44.08883
343,72.05,80.14,75.36,37.07,76.3088,79.85744,66.31787,35.14123,77.71214,79.59176,63.9381,38.66186,80.60369,78.00654,60.81549,43.24496,84.14468,74.53805,59.29845,43.97765,84.49793,74.38861,60.73597,44.10442
344,75.86,73.39,75.75,26.8,76.67562,78.965,67.48087,36.16629,78.0831,79.25037,63.42466,40.44442,80.81867,77.8591,60.44648,44.29533,84.05895,74.57501,59.36699,43.84952,84.48096,74.39287,60.74237,44.12
345,74.32,76.39,73.54,32.85,77.04243,78.07255,68.64387,37.19134,78.45406,78.90898,62.91121,42.22697,81.03364,77.71167,60.07746,45.34569,83.97323,74.61197,59.43553,43.7214,84.46399,74.39713,60.74877,44.13559
346,77.7,76.47,71.98,32.26,77.40925,77.1801,69.80687,38.21639,78.82503,78.56759,62.39777,44.00953,81.24861,77.56423,59.70845,46.39606,83.8875,74.64893,59.50407,43.59327,84.44701,74.40139,60.75517,44.15117
347,82.99,91.3,44.29,62.64,78.48379,76.85729,67.57613,42.1406,79.66638,77.99374,61.07086,46.51211,81.50566,77.24111,59.34655,47.20671,83.77541,74.71355,59.57897,43.49156,84.42989,74.40747,60.75897,44.16888
348,77.79,77.99,71.01,46.12,79.55832,76.53448,65.34539,46.0648,80.50774,77.4199,59.74395,49.01469,81.7627,76.918,58.98465,48.01735,83.66331,74.77818,59.65388,43.38985,84.41277,74.41354,60.76277,44.18659
349,77.42,76.1,69.45,39.81,80.63286,76.21167,63.11466,49.98901,81.3491,76.84606,58.41704,51.51726,82.01975,76.59489,58.62275,48.82799,83.55121,74.84281,59.72879,43.28813,84.39564,74.41962,60.76657,44.20429
350,85.55,78.61,41.76,58.6,81.7074,75.88886,60.88392,53.91322,82.19046,76.27221,57.09013,54.01984,82.27679,76.27177,58.26085,49.63863,83.43911,74.90744,59.80369,43.18642,84.37852,74.4257,60.77037,44.222
351,85.33,92.59,27.5,62.88,82.78193,75.56604,58.65318,57.83742,83.03182,75.69837,55.76322,56.52242,82.53384,75.94866,57.89895,50.44928,83.32701,74.97207,59.8786,43.08471,84.3614,74.43178,60.77417,44.2397
352,82.16,68.47,69.72,55.21,83.99248,75.00958,55.43675,60.57378,83.84879,75.13124,54.8221,58.129,82.82879,75.55934,57.62851,50.84281,83.2148,75.04167,59.94577,43.0522,84.34374,74.4395,60.77615,44.25921
353,83.74,81.56,56.38,70.06,85.20304,74.45311,52.22032,63.31014,84.66577,74.56411,53.88097,59.73558,83.12375,75.17003,57.35808,51.23633,83.10259,75.11126,60.01294,43.0197,84.32608,74.44722,60.77813,44.27872
